source_id,target_id,source_index,target_index,source,target,label,split,negative_type,similarity
6,248,6,248,algorithm,parallel_algorithm,1,val,none,0.5011537075042725
110,63,110,63,parallel_computing,cache_coherence,1,val,none,0.6440842151641846
39,38,39,38,computer,graphical_user_interface,1,val,none,0.5460355877876282
27,185,27,185,operating_system,embedded_system,1,val,none,0.7069739103317261
39,252,39,252,computer,computer_software,1,val,none,0.8263261318206787
1,11,1,11,mathematics,mathematical_proof,1,val,none,0.5618317723274231
73,340,73,340,computer_architecture,virtual_memory,1,val,none,0.5362575054168701
265,284,265,284,introduction_to_algorithms,approximation_algorithm,1,val,none,0.5924652218818665
193,180,193,180,image,computer_animation,1,val,none,0.3754696249961853
15,105,15,105,computer_science,analysis_of_algorithms,1,val,none,0.5840679407119751
144,352,144,352,statistical_hypothesis_testing,design_of_experiments,1,val,none,0.4794471859931946
311,169,311,169,nonlinear_system,boundary_value_problem,1,val,none,0.4317367672920227
175,166,175,166,relational_algebra,database_management_system,1,val,none,0.5821958184242249
321,204,321,204,telecommunications_network,internet,1,val,none,0.7918953895568848
52,17,52,17,data,database,1,val,none,0.7010200023651123
15,116,15,116,computer_science,document_classification,1,val,none,0.369784414768219
222,70,222,70,information_security,information_assurance,1,val,none,0.881748378276825
15,85,15,85,computer_science,software_engineering,1,val,none,0.5532251596450806
52,42,52,42,data,computer_graphics,1,val,none,0.3217829465866089
23,230,23,230,variable_(computer_science),parametric_polymorphism,1,val,none,0.5155653357505798
49,235,49,235,computational_complexity_theory,pspace,1,val,none,0.5934721231460571
39,278,39,278,computer,imperative_programming,1,val,none,0.4770239591598511
36,122,36,122,probability_theory,stochastic_process,1,val,none,0.5705108642578125
265,226,265,226,introduction_to_algorithms,randomized_algorithm,1,val,none,0.4849392771720886
15,126,15,126,computer_science,abstraction_(computer_science),1,val,none,0.4856595993041992
36,54,36,54,probability_theory,markov_chain,1,val,none,0.5383215546607971
139,27,139,27,computing,operating_system,1,val,none,0.619841456413269
